accx,accy,accz,activity
0.023759416,-0.004417442,-0.039941749,4
0.042355664,-0.009679867,-0.088716348,4
-0.032426412,-0.037310738,0.025571471,4
0.097738687,0.020605386,0.027407935,4
-0.045394048,-0.030284621,0.103460976,4
0.053850993,0.020801401,0.07052305,4
0.020623685,0.064909292,-0.032354497,4
0.017334221,-0.006259877,-0.062768186,4
0.036282837,-0.025782842,0.015762272,4
0.016472425,0.02625902,0.01055256,4
0.055133092,0.052706578,0.073279806,4
-0.082486401,-0.024901069,-0.046874221,4
-0.029250801,0.026549072,-0.316250698,4
0.037193357,-0.011311646,0.148622272,4
-0.030625736,-0.101969571,0.06384426,4
-0.035119229,0.018632003,0.135998553,4
0.103109525,0.0718747,0.02038789,4
-0.022830312,-0.030916221,-0.018221804,4
-0.007710065,-0.010148604,-0.123869119,4
0.024147209,-0.018404764,-0.082651341,4
-0.053275231,0.029114755,-0.04525958,4
-0.050659427,-0.006354589,0.038379261,4
-0.078166797,-0.000574731,-0.065818957,4
0.006306953,-0.027649344,0.021664469,4
-0.016218649,0.006587528,-0.181646753,4
0.050747453,0.030516091,0.045323082,4
-0.023498057,-0.055032498,0.062423281,4
0.017192771,-0.005932523,-0.119329405,4
0.011184661,-0.003591722,0.022383618,4
-0.047979227,-0.026753323,0.033992094,4
0.006517998,-0.024083463,0.099362914,4
-0.015175533,-0.009530605,0.015529389,4
0.127838525,0.033435812,0.115041812,4
-0.027590354,0.016690745,-0.105164999,4
0.033345437,0.006260574,-0.115333945,4
-0.029793033,-0.029308079,-0.098313183,4
0.037845256,0.018797701,0.002059667,4
-0.018248593,0.009349712,0.100483204,4
-0.044421711,-0.037679741,0.158746129,4
-0.013148176,0.031963756,-0.075464834,4
0.099189059,0.029935622,0.027454963,4
-0.019823476,-0.026418,-0.087299326,4
0.125344581,0.011823224,-0.013102883,4
0.048540564,0.043428753,0.052783097,4
0.039051114,0.005840574,-0.089333675,4
0.062539441,0.093031081,-0.00408235,4
0.026780899,0.020606939,0.152723926,4
-0.103581144,-0.038531643,0.1220468,4
-0.010072889,0.011273598,-0.024509957,4
0.033982464,0.043826495,-0.049820461,4
-0.395515663,0.371156325,-0.073374456,4
0.03921174,0.061160801,0.178631725,4
0.024040732,0.097288577,-0.09944485,4
0.026632101,0.018889848,-0.159001968,4
-0.049310931,-0.090238778,0.089177128,4
-0.0548376,-0.010661459,-0.029213872,4
-0.012593141,0.026390518,0.064748107,4
0.032977781,0.037563133,0.061592351,4
-0.124405395,0.000516492,-0.043475028,4
-0.072108286,-0.004065186,-0.112687514,4
-0.064124341,0.004745255,0.071307426,4
-0.01179617,0.034189454,-0.044153376,4
0.009285695,0.015182453,-0.080774722,4
-0.1327896,-0.047525072,0.030818619,4
0.01652439,0.046606163,-0.019484109,4
0.081067981,0.031971465,0.161869197,4
0.006187038,-0.000145797,-0.071177607,4
0.036773293,-0.024509114,-0.019904191,4
0.015015649,-0.00017166,-0.034973603,4
-0.046003378,0.013530447,-0.183296566,4
0.189312078,-0.016880158,-0.124401558,4
0.30007106,-0.023814464,0.212011025,4
-0.046063207,-0.004448565,-0.071187121,4
-0.017557369,-0.003503438,-0.098946994,4
0.03086189,-0.03048139,0.323687279,4
-0.06374784,0.010395043,0.15767218,4
-0.021564688,-0.032527378,0.071956758,4
-0.117604652,0.057951708,0.319159136,4
-0.049566388,0.057577383,-0.055733743,4
-0.045246094,0.042095591,-0.009327731,4
-0.032965632,0.002477945,0.056518782,4
0.077112236,0.056786978,-0.199909136,4
0.075087503,0.054159148,0.0497979,4
-0.11968125,-0.016892921,-0.093930243,4
0.038310988,0.002081528,-0.25309215,4
0.076859724,0.001019341,-0.005624405,4
-0.052211258,-0.027745786,-0.007529396,4
-0.00551951,-0.033175124,0.148499207,4
-0.050914394,-0.031019082,0.008678199,4
0.131147112,-0.002039824,-0.053248339,4
0.049088267,-0.023192177,-0.128063065,4
-0.031811419,-0.042196958,-0.048039541,4
-0.004134312,0.047673232,-0.066596897,4
-0.114625968,0.007597382,0.058216342,4
-0.055953607,0.022896472,0.167823344,4
-0.043424035,0.010284497,-0.043494606,4
-0.08396524,-0.047158762,-0.016040095,4
0.046325341,0.05126509,-0.031367602,4
0.050607142,0.005812749,0.070957653,4
-0.060828862,0.004610545,-0.116648981,4
-0.010683016,0.000162557,-0.092553574,4
0.21267008,0.073416079,0.085935834,4
0.125423757,0.074396717,0.006366089,4
-0.028627845,-0.083979016,0.160858709,4
0.128103027,0.026518208,0.076563182,4
0.088931858,0.061413195,-0.025569565,4
-0.018104184,-0.010480321,0.014531157,4
-0.060474867,-0.019765769,-0.091418016,4
0.036593552,-0.004836938,0.011958174,4
-0.090644885,-0.015134101,-0.120845018,4
-0.003218386,0.075086551,-0.021851054,4
-0.086528782,-0.051066725,0.0997452,4
-0.089675246,-0.048848908,0.105814701,4
0.103096781,0.025427589,0.003591454,4
0.004893562,0.019388137,-0.090674486,4
-0.012202532,-0.014586577,-0.098013239,4
0.04138228,0.015509987,-0.13358948,4
0.0362913,-0.024933186,0.094984228,4
-0.063091021,-0.003946498,-0.01222386,4
0.012908564,0.014841427,-0.018373255,4
-0.009874302,0.033237953,0.012154919,4
-0.0324395,0.02124785,0.010346163,4
-0.009263558,-0.018825812,-0.01826375,4
0.014453559,0.009320724,-0.04959599,4
0.060085743,0.021574212,-0.047694636,4
0.031819312,-0.015904151,-0.04954871,4
0.039030207,-0.003024612,-0.063850321,4
0.025948126,0.007291912,0.127580664,4
-0.125819901,-0.080002412,0.135519126,4
-0.027601057,0.009453498,0.055425866,4
0.035456681,0.05182388,-0.121416195,4
-0.027107646,-0.024375616,-0.107117061,4
-0.00796968,-0.027769652,-0.080450937,4
0.120357394,0.033802338,0.061846001,4
0.02708688,0.02675085,0.03981731,4
0.042129411,-0.000907401,0.104031776,4
0.02497255,0.010218465,-0.062994112,4
0.021407456,-0.005202271,-0.024394429,4
-0.013515929,0.004372927,-0.045179122,4
0.005152573,-0.004116966,-0.000414287,4
-0.025884133,0.041882554,-0.047445773,4
-0.04985008,0.004116559,0.067403597,4
-0.024348721,-0.0228783,0.031320146,4
0.044769704,0.046839049,-0.046164608,4
0.02152742,-0.033306105,0.057916346,4
0.00459544,-0.083147003,0.078068413,4
0.061780839,0.053139549,0.062451186,4
0.05710945,0.023771512,-0.101791482,4
-0.068994602,-0.009965742,-0.059504343,4
0.033241476,0.013939121,-0.003767497,4
-0.016235562,0.005137184,-0.016561994,4
-0.074732441,-0.019165842,0.061705207,4
-0.031905223,-0.041725491,-0.028945989,4
0.022964837,-0.010237725,-0.090489058,4
0.044666756,0.022857663,-0.025826389,4
0.089104589,-0.016361383,0.008568851,4
-0.011000276,-0.005074095,0.043975474,4
0.015099174,0.01643148,0.061531528,4
-0.051026175,-0.025994246,-0.075837699,4
0.011594212,0.064240944,0.024242295,4
-0.077561029,-0.055521335,-0.103188501,4
-0.07477978,-0.033711553,0.119230708,4
-0.002663803,0.034489296,0.021744796,4
0.017201767,-0.004099777,0.011472334,4
0.023654345,-0.014337224,-0.048189544,4
0.009093754,-0.016751966,-0.104581674,4
0.08737113,0.015361175,0.013242606,4
-0.001086846,-0.014555006,0.069776683,4
0.065130795,0.015170984,-0.007166465,4
-0.026846432,0.02789028,-0.071032754,4
0.05601416,0.019596587,0.002875686,4
0.024464297,0.046970639,0.038941421,4
0.005376038,0.03374518,0.056715832,4
0.006399763,-0.011763483,-0.073400289,4
-0.062044136,-0.021743121,-0.021722,4
-0.031436786,0.026048971,0.037714723,4
-0.024023419,0.026088015,0.007394692,4
-0.069984585,-0.03858512,0.044838652,4
-0.014647172,0.020951792,0.057907981,4
0.069549644,0.048285775,0.004071539,4
-0.024329213,-0.021423914,-0.092795221,4
0.01444217,-0.055666268,-0.023751294,4
0.077182063,0.050592222,-0.090127972,4
-0.027193955,0.023093417,0.001016962,4
-0.019362486,-0.014888015,-0.007985397,4
0.023338012,-0.001379751,0.083865118,4
0.000122185,0.024381582,-0.02727482,4
0.047582319,-0.01587133,0.088322732,4
0.015780945,-0.017831972,-0.042808724,4
-0.011378748,0.018902137,-0.087771634,4
0.034921769,0.024888349,-0.075521798,4
-0.044073706,0.016694197,0.084966961,4
-0.004498574,0.042765798,0.096122928,4
-0.003880371,-0.02290845,-0.000653667,4
-0.014267773,-0.026339221,0.132014106,4
0.102382396,0.079831511,0.019598828,4
0.090232074,0.012943755,-0.04892202,4
-0.07154806,-0.03797143,-0.104836666,4
-0.031978386,0.010603689,-0.04937586,4
-0.017854391,-0.005959414,0.029297229,4
-0.101309304,-0.028122046,0.053626113,4
-0.033369187,-0.02536942,0.071054978,4
0.088243561,0.021730683,-0.105920089,4
0.032091914,-0.03233553,0.003349087,4
0.095251545,0.022804372,-0.046293751,4
0.010425696,-0.027998919,0.018267704,4
-0.018125681,0.032862869,-0.014193379,4
-0.019154591,0.008722246,-0.041210033,4
-0.004613237,0.011855234,-0.005408374,4
-0.030614614,-0.050026124,-0.267129418,4
-0.262233195,-0.110370105,-0.236218025,4
-0.316176855,-0.192918441,-0.225987849,4
0.091287745,0.070399222,-0.012945281,4
0.246450155,0.30713214,0.39058771,4
0.072982774,-0.042550632,0.58662841,4
0.094385717,-0.018484187,0.248919646,4
0.053043762,0.018839894,0.163547695,4
0.16425999,0.001061402,-0.036230536,4
0.170366459,0.049375663,-0.207223908,4
-0.07902539,-0.065150637,-0.383938541,4
0.057514878,-0.07120861,-0.037462147,4
-0.055922577,-0.045443057,0.159254256,4
-0.119504542,-0.021647982,0.2946458,4
-0.168260526,-0.025553195,0.125367545,4
-0.041119078,0.036492401,0.044861224,4
0.029100483,-0.011169615,-0.072763506,4
-0.046893396,-0.048581979,0.146044258,4
-0.105767346,-0.070069444,-0.07387751,4
0.11262991,0.061676535,-0.22119299,4
0.126215036,0.022430948,-0.158603503,4
-0.016629718,-0.06577666,-0.148598933,4
0.032701317,0.018844122,-0.038834437,4
-0.114245536,0.098750048,-0.032200141,4
0.002332307,-0.058976057,0.22027339,4
0.106834508,0.043610719,0.120218734,4
-0.017861543,-0.032320719,0.002107552,4
-0.013567531,-0.018192737,0.045776029,4
0.038277033,0.004746273,-0.202985711,4
-0.06263978,-0.005595765,0.02830599,4
-0.012909087,-0.021207031,0.032739933,4
0.014923181,0.017150786,0.013807503,4
0.055255223,-0.008338381,0.058526442,4
0.012663286,-0.053650974,0.036779833,4
0.033981814,-0.028027176,0.047167847,4
0.183832443,0.083473735,0.074012722,4
-0.014871613,-0.033130373,-0.028105411,4
0.017351249,-0.007834046,0.065783639,4
0.038837019,0.031427094,-0.009908425,4
-0.009937962,0.046303417,-0.108657046,4
-0.064821763,-0.019879686,-0.061801848,4
-0.073706446,0.006853259,0.070876031,4
-0.035782064,-0.005167872,0.013057505,4
0.010383793,-0.014763612,0.063913889,4
-0.025684336,0.003480092,-0.09915188,4
0.049150888,0.056357587,-0.090650752,4
0.057837764,0.040993775,-0.030304242,4
0.005912596,0.042104927,-0.032003311,4
-0.0851398,-0.064612229,0.113539944,4
-0.088185102,-0.058849675,-0.032978026,4
-0.039872072,-0.030353026,0.079206688,4
0.032291945,0.028459079,-0.132402281,4
-0.040267195,-0.030083834,0.030563007,4
0.021655279,0.016602651,-0.191159704,4
0.040226572,0.02986734,-0.012855656,4
0.043496442,0.013803275,0.106828631,4
0.006366739,-0.01560684,0.137628634,4
-0.024240905,0.005875473,0.006726599,4
0.067629758,0.033427746,-0.060376549,4
0.014622376,-0.006860551,-0.082060615,4
-0.027392077,0.046748116,-0.057301655,4
0.056418944,0.011428863,0.082553423,4
-0.099379033,-0.070458572,0.137378585,4
0.048966799,0.090285694,-0.080782728,4
0.023140644,-0.009866759,0.039960998,4
-0.147932439,-0.11448421,-0.011846559,4
0.048484176,0.001255162,-0.037553651,4
0.053792594,0.07707729,-0.131699603,4
0.045615484,0.01567811,-0.204924209,4
0.948634381,-0.16508656,-0.938700183,4
0.380903699,-0.140526394,-0.584475482,4
0.213553379,0.256486192,-0.452300791,4
-0.439441393,-0.135119738,0.055382633,4
-0.680135045,-0.399728314,0.765468025,4
-0.48353895,0.003824211,0.128489587,4
-0.098144811,0.09767922,0.399860563,4
0.211334019,-0.573062455,0.788695932,4
-0.252990707,-0.364548768,1.420468624,4
-0.554149517,1.124573836,0.828685181,4
0.540671235,-0.571925705,-1.249659695,4
-0.238863561,-0.216128692,-0.494048689,4
-0.554777756,0.339359706,-0.153963013,4
-0.010773911,-0.150149654,0.058974767,4
0.264486295,0.256622153,1.17584397,4
-0.170338451,-0.018156491,1.364038597,4
-0.196540657,-0.323889553,0.752889624,4
0.115871576,0.002099594,0.160734484,4
0.254659997,0.081834389,0.118243008,4
0.143628295,0.064735584,-0.061345991,4
0.204004298,0.072804674,-0.276713412,4
0.077482548,-0.00135772,0.075038813,4
-0.026484306,0.008957556,0.065827851,4
0.003631955,-0.016225933,0.200460827,4
-0.110933139,-0.014918959,0.219044739,4
-0.061483804,-0.02959757,0.037193031,4
0.047608139,0.09276156,-0.11470485,4
0.063358729,0.018770949,-0.297166393,4
0.46188246,-0.439040998,-0.585608305,4
0.702689969,-0.367949323,-0.99057261,4
0.347037676,-0.130988538,2.147630162,4
0.517118512,0.379313065,1.352941472,4
0.145570803,0.432427007,0.608769741,4
-0.805788511,-0.332117349,-0.177597293,4
-0.579081328,-0.127998793,-0.150443743,4
-1.178016019,0.927649949,-0.625726652,4
-0.034151072,0.446978688,0.694870133,4
0.410636473,0.695942115,0.870498952,4
-0.005376968,0.006477136,0.662753582,4
0.292894549,-0.056773041,0.654803451,4
0.783790526,0.281371617,0.289978967,4
-0.744639347,0.699717514,-0.307194028,4
-0.056332059,-0.062777997,-0.056276447,4
-0.213282688,0.161346455,0.062371538,4
-0.549934852,0.064914645,0.575925695,4
-0.237970624,0.033914943,0.185527999,4
-0.088018137,0.270482757,0.095317659,4
-0.312941446,0.26923047,0.40897459,4
0.143947171,0.177364087,0.412108557,4
0.102556382,0.280999231,-0.35107845,4
-0.289119696,0.024904641,0.351935018,4
0.230416357,0.001675936,0.483624914,4
0.593630982,-0.018471715,0.186856257,4
-0.42783391,0.232237193,0.111873282,4
-0.304458764,0.102451214,-0.515631915,4
-0.177446166,0.207803592,-0.073985123,4
-0.278278673,-0.044319767,0.611312586,4
-0.00758177,0.140884827,0.209804649,4
-0.099703063,0.248977321,-0.251628183,4
0.076897192,0.027751763,0.42428056,4
-0.129777366,0.3629055,-0.246309368,4
0.071864498,-0.188733528,-0.220171691,4
0.043392256,0.075159699,0.058143168,4
-0.022006656,0.14596264,-0.127678524,4
-0.295728684,-0.121760773,0.191046078,4
-0.028663952,-0.038547595,0.010135963,4
-0.139726096,0.065590546,-0.013123871,4
0.120089225,0.107310631,0.178741118,4
0.07025871,0.103476949,-0.221795377,4
0.04476903,0.060340506,-0.21457884,4
-0.112203101,-0.065563937,0.263485616,4
-0.017963935,0.048226812,-0.095225847,4
-0.111468171,0.001569748,-0.047292854,4
-0.018737319,0.047898224,0.036340899,4
-0.068234716,0.041370601,0.013168164,4
0.105554784,0.141276351,-0.079981885,4
0.096944603,0.02590187,0.177908937,4
-0.037373064,-0.011158381,-0.058824893,4
0.136663258,0.04378195,-0.023788734,4
-0.025686756,-0.008657575,-0.077208159,4
-0.299663548,-0.12814391,-0.084110483,4
-0.025606949,0.038552341,-0.069475821,4
-0.100732575,-0.035338358,0.04342407,4
0.049266825,0.000793595,0.027168003,4
0.184351398,0.085706399,0.14981742,4
0.049038206,0.063499083,-0.102054565,4
0.112129975,0.034343496,0.104344047,4
0.126672624,0.021850532,-0.037772269,4
-0.001312414,0.122108417,-0.189940621,4
-0.074886945,-0.060772147,0.081794418,4
-0.122333613,0.001910065,-0.036154746,4
-0.010535639,0.059411006,-0.061335492,4
-0.259104725,-0.105002866,0.157075286,4
0.00492605,0.010886954,0.000947807,4
0.116157227,0.084146239,0.114200791,4
-0.026609643,-0.027432544,-0.013838501,4
0.212484732,0.006717702,-0.066853202,4
0.085634909,0.109623238,-0.140443288,4
0.009187773,-0.008559741,0.062350273,4
0.005737001,-0.002410451,0.047347005,4
0.044552819,0.018069806,0.041241809,4
-0.05444999,-0.001085537,-0.036603266,4
0.000184955,-0.006048728,-0.023083786,4
0.078578311,-0.013473135,0.070761304,4
-0.022078437,-0.008305646,0.102350022,4
-0.03171049,-0.000607268,-0.080256651,4
0.088358525,0.008978032,0.083904381,4
0.072312369,0.096521758,-0.196086854,4
-0.006487382,-0.074719556,0.062430669,4
0.062759211,-0.035300258,0.078081502,4
-0.07378421,0.104837614,0.084123122,4
-0.153206714,-0.101882598,0.054616997,4
0.111854727,-0.028388809,0.158044402,4
-0.218473482,0.059127401,0.36711277,4
-0.242291489,0.010141863,0.503607297,4
0.015239267,-0.200101709,-1.218621941,4
-0.014269616,0.187399293,0.795065493,4
0.109324636,-0.15109281,-0.382220232,1
-0.136058868,0.186025991,-0.033726272,1
-0.086414723,-0.032455368,0.064630559,1
0.019001355,-0.098108834,0.014535107,1
-0.079014222,0.045483945,-0.13681885,1
-0.087542956,0.046652923,-0.022741578,1
0.03633994,-0.040239717,0.004476259,1
-0.104805199,-0.016383537,0.088790501,1
0.151486214,0.03298029,-0.045445334,1
-0.072390139,0.169415381,0.019581236,1
-0.232280719,0.161292718,0.156293211,1
-0.593492575,0.148534265,0.125692191,1
-0.095239092,0.135981825,-0.122373299,1
-0.931297398,0.410872903,0.095153038,1
-0.518600971,0.344035801,-0.536547852,1
0.202082453,0.14394143,0.536609413,1
2.450615049,-0.450041065,0.345903787,1
0.79418165,-1.255345364,-1.886878773,1
0.754942038,-1.668013514,-1.33042284,1
1.667370704,0.035106691,1.374464426,1
1.082397467,0.307399539,1.691572885,1
2.617761581,-0.804777605,-0.512686875,1
2.401374443,0.095093983,-1.737477009,1
2.214865075,-0.799667631,0.129918873,1
2.203767381,-0.203332595,0.761074679,1
2.221534683,0.524298661,0.684885883,1
1.652932601,0.530789384,-0.360978197,1
0.989258894,0.491355653,0.03376208,1
1.204874413,0.14431694,-0.073086202,1
0.529400749,-0.164679096,-0.276494283,1
0.180513048,-0.328176553,-0.562485507,1
0.990876504,-0.117357422,0.058749023,1
0.265287307,-0.238680574,0.000976342,1
0.086869684,0.155449793,-0.598265834,1
0.153565558,0.075588175,0.072190719,1
-0.067931283,-0.344321914,0.515688539,1
-0.54230505,-0.83941601,0.657862033,1
-0.274006332,-0.682524129,0.078334015,1
-1.032180237,-0.456070854,-0.49396555,1
-0.688776575,-0.34826486,0.420718057,1
-0.253478705,-0.267009786,0.530495908,1
-0.605253726,-0.377251678,-0.081866841,1
-1.054046314,-0.118855543,-0.746610741,1
-0.928455441,0.433779561,-1.276994343,1
-0.798324938,0.740888416,-0.568842048,1
-0.605885633,1.071255348,-0.131612889,1
-0.901529785,1.342421307,0.109566298,1
-1.137775582,1.451875958,-0.018365919,1
-1.310631726,1.391790269,0.004136998,1
-1.549704929,1.106298968,-0.279892467,1
-0.441354365,0.463938251,0.926060462,1
0.236105008,0.080388726,1.450352834,1
0.42850963,0.152905964,-0.462250314,1
1.314485615,-0.652944593,-1.026304959,1
0.577893244,-0.650935106,-1.191737391,1
-0.473986801,0.252220565,-2.345951974,1
-0.160232185,0.934256477,-2.156018416,1
-0.179001811,1.064358025,-1.065338842,1
-0.617661565,1.191050251,-0.441798111,1
-0.533944517,1.329081246,-0.292894062,1
-0.909882339,1.618491277,-0.71220485,1
-0.964974256,1.464048561,-0.234236627,1
-0.686971575,1.487236985,0.573086797,1
-0.93432921,0.736313219,2.102163273,1
-1.036047313,0.431892014,1.494789161,1
-1.865330613,0.033885825,0.175047563,1
-1.842197003,-0.632431202,0.679605968,1
-1.415357515,-0.939755388,1.641559264,1
-1.695235394,-0.742147109,-0.328690734,1
-1.44244489,-0.257308852,-1.278458871,1
-1.402591727,0.896267162,-2.060981073,1
-1.096465681,0.484105039,-1.41321228,1
-1.124439982,0.21577089,-0.638810848,1
-1.025732545,0.451960226,-0.652282634,1
-0.959292466,0.82295467,0.457143606,1
0.137804615,0.256677256,0.334764849,1
-0.280362807,0.143015628,2.202577365,1
0.722327649,-0.079548089,0.698927674,1
0.366452703,-1.162596835,1.660490615,1
-0.811878733,-0.919420137,-0.633513421,1
-0.401365137,-0.349245215,-1.958140911,1
-0.444230655,-0.160207197,-0.595939424,1
-0.84233211,0.413660997,-1.204439664,1
-0.582595465,0.896377082,-1.543634992,1
-0.383820267,0.924718921,-1.322357334,1
-0.679391461,1.036818729,-1.420838612,1
-0.717937626,1.354170691,-0.807351861,1
-0.828876151,0.736442394,1.202163478,1
-1.238915685,0.836447977,2.477560757,1
0.018391471,-0.312969242,1.690617721,1
-2.078547691,-1.463555893,2.371518921,1
-2.443536906,-1.150040557,-0.497656413,1
-0.907679105,-0.589956605,-0.843146733,1
-0.631363828,-0.169807973,-1.250641324,1
-1.45046723,-0.049842981,-1.516133323,1
-1.358067602,0.226359039,-0.465949297,1
-0.664976978,0.538693268,-0.155952579,1
-0.601236969,0.335566776,-0.021552593,1
-0.719515877,0.67261228,0.356318228,1
0.220700539,0.773902529,-0.315355404,1
-0.233880586,-0.076761758,2.197806953,1
0.153520048,-0.651696931,1.928457367,1
0.314981725,-1.159127633,0.91196694,1
-0.412289193,-1.209111063,-0.562759609,1
0.058904516,-0.535544587,-0.949490709,1
0.152355944,0.108152927,-1.088474667,1
-0.696210692,0.318991491,-1.941529031,1
-0.93426456,0.561056943,-1.250740893,1
-1.114407064,0.883746315,-0.883701671,1
-0.720936215,1.479807366,-1.421894328,1
0.456082724,1.807755986,-1.000177092,1
-0.503766093,0.591911952,1.517259894,1
-1.39049701,0.010486315,1.713754024,1
-1.444899007,-0.9390076,2.020688094,1
-2.847282309,-1.486274423,1.913356932,1
-1.812894303,-1.099298368,1.363843399,1
-0.882353447,-0.462571693,0.244366434,1
-0.894094506,0.391389386,-2.812017399,1
-0.999337923,0.565492175,-1.421488431,1
-0.723759573,0.219706987,-0.934643003,1
-0.722175389,-0.043462416,-0.896600474,1
-0.271933077,0.229755414,0.696996139,1
0.726316111,0.562940249,0.524797296,1
-0.042566538,0.023986093,0.462858635,1
0.594057193,-0.512223767,1.656277128,1
1.486934163,-1.005973981,1.771428436,1
0.167914006,-1.283668599,0.444611078,1
0.604221985,-0.535824941,0.110559868,1
0.726759168,0.092051932,-0.647346083,1
0.252617717,0.660151431,-2.537394594,1
-0.097090281,1.045147045,-3.305426549,1
-0.549271712,0.918722395,-1.937440681,1
-0.95754956,0.703824402,-0.134802164,1
-1.268607466,1.242243099,0.985947132,1
-1.022248627,1.553274053,1.439704032,1
