time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001518531223126437,-0.01398624851029905,-0.1344101841188463,-0.7096957926498807,0.721985374328467
0.029634774241269708,0.06279021977481496,0.10137758719862347,-0.2812984682611855,0.3094327445795719
0.06308190637421184,-0.2658202985690456,0.018725155863708653,0.04382337384587197,0.2591010655557285
0.09489237846203473,-0.6892456066938373,0.0417916572032962,0.36459571453749995,0.7803209558043676
0.12878575839462328,0.2163194733548494,0.12918453254186157,0.05867879597751625,0.26425202805926995
0.16199956187396677,0.43365452064771626,-0.03711189689502737,-0.24381878632581228,0.49181896061132807
0.19372733335273837,0.04957072596383782,0.2750940684821169,-0.11008324519914414,0.29994865416581057
0.22752037359779678,-0.0179151297915099,0.08330190793567954,0.12028915533576962,0.1492531876059101
0.2605821588362546,0.17620536527111066,0.10691315529589142,0.01838783910918229,0.20065422980201522
0.29318913921967843,0.1319829471281013,0.07940093296964917,-0.1979148618640087,0.2511477079824391
0.32669434003859127,0.09749399188508202,0.10487904106184169,-0.1939815217554283,0.24196123020229576
0.3595042479465065,-0.13048290764913362,-0.041139834176200846,0.054577819965876725,0.14421876767492423
0.39204172910641205,0.0339392561600723,0.19760057696701772,0.062296698446773546,0.20826762148392902
0.42551321419360255,-0.12116856294663192,0.22259611447607236,-0.09599944476175899,0.2705253248827707
0.4582500827937367,-0.10340260596062378,0.16259647419950096,-0.012667093024906968,0.19421136625592456
0.48939426552216125,-0.18024739863382477,0.10148438045256764,0.0683374280429663,0.21780947689417074
0.5234153638931263,-0.19248441071239156,0.1632841446214367,0.14653972263089401,0.2909941816155335
0.557230045740832,-0.1727208828038455,0.07327177574221888,-0.006150752372940542,0.1865239016198066
0.5894656544572447,-0.25521817679585096,0.01955323999692081,0.009590307535111245,0.25466047840177175
0.6228616616373355,-0.137929225927212,0.093947422638212,-0.042999351708774655,0.1742242066551683
0.6557020108820228,-0.11221788642380442,0.09492961424302883,-0.03299131395179244,0.15034118358811124
0.6880169433150516,-0.38924794868377016,-0.13891837721340164,-0.031092716312580905,0.38407159661202567
0.7222751495886783,0.04883630845244555,-0.03444056681744416,-0.07682144583764715,0.08492874959942871
0.7546811397919712,-0.1195111024905942,-0.09142567080909372,0.04904880881102036,0.16122050067016547
0.786780693878469,0.0023781125622928606,-0.04627309026499825,-0.0003641777634763246,0.046640930624040504
0.8204712129491752,-0.0477451713805059,-0.016623595528602955,0.05619552983396333,0.07277087559096229
0.8536066992974249,-0.004269002512061239,-0.06872551527512565,-0.005336206592928251,0.06842041739815687
0.8856238796094982,-0.0672631086304084,-0.1362789144868699,0.08107523062927138,0.17102742960792808
0.9189236786170917,-0.030691171057169026,-0.07665160907572424,-0.038608230761169746,0.09188471471971975
0.9516221806177267,-0.09986077564836462,-0.21825056871970402,-0.1226337816513128,0.2697246122060642
0.9848403546091034,-0.02841160293719887,-0.1084124474750591,-0.06017659928245271,0.12711972356596346
1.0192454735853098,-0.01920963432325349,-0.11892516382361092,0.028574596003018742,0.12445468104573502
1.0508195846130595,0.07508148820496176,-0.08653269103030706,0.15241587206206242,0.18873295335309626
1.0835467437179027,0.07817299101194118,-0.052801334998173265,0.3179520810203136,0.33133314784159906
1.1184987954476304,0.14216441626761522,-0.04720657977656566,0.12039256079933872,0.19295853526737333
1.1498249185763962,0.06317695805628327,-0.012382998950774025,0.11346371031142716,0.13184785712383087
1.1825928305090858,0.12999715869529385,-0.015396837063723311,-0.058237355882293285,0.14614252804767175
1.2187528274320043,0.03488924421701644,0.013155029115090673,-0.19668804750969196,0.20168394493144307
1.2483188980701503,0.06555780741870285,0.013689434152535332,0.011939930245433059,0.05956341629648635
1.2810178727709012,-0.1892326340141189,-0.1820563426178303,0.12557871444346125,0.29898826171513376
1.3147383015979368,0.11411267378376969,-0.18569992621495196,-0.0564134857466443,0.22628687645497408
1.347531006676744,0.08892665274585991,-0.0770844289344281,-0.09577723951426904,0.15490415486534262
1.3797705992044307,0.1956540134718806,-0.1135666976092825,0.022378624280032015,0.2266604606603175
1.4125146255133008,0.1378846270304909,-0.05375309420933128,-0.05384441501406081,0.15828726088659276
1.4449958676559107,0.15000391593353604,0.022908146126916242,-0.11264447157761721,0.19006009999139362
1.4798019821238144,-0.009176253292627149,0.03656502093318938,-0.06826325726574936,0.08284212832970113
1.513808606560391,-0.10018616506713024,0.0532460258646652,0.08394018919412513,0.13912577536302817
1.5452044140784782,-0.2143942940216884,-0.053380003204963916,0.17514480108962396,0.28224570214214645
1.577854340205934,-0.12704570126964757,-0.05844999661342182,0.19904975969820124,0.24522508114202082
1.610554758987901,0.0008709987130840474,0.10416076747353387,-0.03806539171475217,0.11146276230184879
1.6438886164842157,0.02866198328631803,0.14676736622862266,-0.19514481913301085,0.24632832722812875
1.6762986098786352,0.012483510754491632,0.16185938718976386,-0.1399884107175551,0.21400952460415354
1.7090124955700372,0.04825003957266057,0.29719259326181385,-0.20993620526471596,0.3673840063113557
1.7428127460527534,-0.04335185648271909,0.18883034287682215,-0.1406303473304613,0.23846217055809704
1.7746214592217244,-0.029777554219930787,0.05193826327203434,0.02973753260491629,0.06941323946653326
1.8076214781485802,-0.10652071369435848,0.10992281718736084,0.0985483236435993,0.18259675599946817
1.8412048876642526,-0.020813504272520798,0.011036100150615819,0.03254823750422441,0.04424194857788793
1.8743988698925202,0.12889740294097715,-0.03606689456043487,-0.08437063054507478,0.15896060084602925
1.9068305572843989,0.2029110064423986,-0.16286801828876885,-0.12766366569055765,0.28962826494746025
1.9403895710061798,0.24959999471954314,-0.10022927128272656,-0.08768330758654669,0.28341023595204434
1.972759553925803,0.26817370490456105,-0.04499430333263406,-0.04080564822649162,0.27602190659823833
2.0075181827642803,0.06635113266360833,-0.028765698072390676,-0.04300661580879535,0.08705124061311577
2.0387010238129313,-0.009232242205204431,0.017978268273206303,-0.1040913070477445,0.10684713307049028
2.0718272705199117,-0.24778893672195504,0.07385739357934185,-0.07630701719446326,0.26836655303313045
2.1029871335186305,-0.26652464644113055,0.042388393264025034,0.11043294091821476,0.29237452142499915
2.136615340126681,-0.08735800242596456,0.020212077464488068,0.17761873029733485,0.20161116903584453
2.170631121020686,-0.0728349574911895,-0.030746578122309947,0.04368143310395507,0.0898102267943106
2.2028687690258146,0.008663317625943818,-0.05049431823650473,0.03556815254846832,0.062414259249851466
2.2361145364334925,0.1627998167159326,-0.019896198761734124,0.09459423971614099,0.191195627391995
2.2689331883074013,0.17143941752413464,0.06106017817425098,-0.17085723634293437,0.2502102868809274
